project_id,merged_project,modality,model,mean_c_index,std_c_index,c_indices
TCGA-UCS,TCGA-UCS,pathology,deepsurv,0.5441917888922497,0.10689847320302055,"[0.46938775510204084, 0.40816326530612246, 0.5405405405405406, 0.5806451612903226, 0.7222222222222222]"
TCGA-UCS,TCGA-UCS,molecular,cox,0.4151699098703707,0.18532905880834616,"[0.46938775510204084, 0.2653061224489796, 0.6216216216216216, 0.5806451612903226, 0.1388888888888889]"
TCGA-UCS,TCGA-UCS,molecular,rsf,0.42812048388085255,0.18404399109897132,"[0.42857142857142855, 0.3877551020408163, 0.6486486486486487, 0.5645161290322581, 0.1111111111111111]"
TCGA-UCS,TCGA-UCS,molecular,deepsurv,0.40724921761788124,0.07986545464240498,"[0.42857142857142855, 0.32653061224489793, 0.4594594594594595, 0.5161290322580645, 0.3055555555555556]"
TCGA-UCS,TCGA-UCS,wsi,cox,0.5780371549956804,0.10133872895108426,"[0.6326530612244898, 0.5306122448979592, 0.5405405405405406, 0.7419354838709677, 0.4444444444444444]"
TCGA-UCS,TCGA-UCS,wsi,rsf,0.5762919931122695,0.051317135214614285,"[0.6530612244897959, 0.5306122448979592, 0.6216216216216216, 0.5483870967741935, 0.5277777777777778]"
TCGA-UCS,TCGA-UCS,wsi,deepsurv,0.5429001417480681,0.08324948799208869,"[0.5918367346938775, 0.5306122448979592, 0.6216216216216216, 0.3870967741935484, 0.5833333333333334]"
TCGA-UCS,TCGA-UCS,concat,cox,0.8357262463253248,0.06995686288372094,"[0.7346938775510204, 0.7959183673469388, 0.8648648648648649, 0.8387096774193549, 0.9444444444444444]"
TCGA-UCS,TCGA-UCS,concat,rsf,0.7872050127810495,0.07370967334794219,"[0.7755102040816326, 0.7346938775510204, 0.7027027027027027, 0.8064516129032258, 0.9166666666666666]"
TCGA-UCS,TCGA-UCS,concat,deepsurv,0.8045072722492078,0.09441259092311884,"[0.6530612244897959, 0.7755102040816326, 0.8108108108108109, 0.8387096774193549, 0.9444444444444444]"
TCGA-UCS,TCGA-UCS,mean_pool,cox,0.7322663677502387,0.09695499301268552,"[0.6530612244897959, 0.6326530612244898, 0.8648648648648649, 0.6774193548387096, 0.8333333333333334]"
TCGA-UCS,TCGA-UCS,mean_pool,rsf,0.7354746781014061,0.10703864030069336,"[0.7346938775510204, 0.5918367346938775, 0.7567567567567568, 0.6774193548387096, 0.9166666666666666]"
TCGA-UCS,TCGA-UCS,mean_pool,deepsurv,0.703527688320315,0.0786506608047891,"[0.6122448979591837, 0.6326530612244898, 0.7297297297297297, 0.7096774193548387, 0.8333333333333334]"
TCGA-UCS,TCGA-UCS,kronecker,cox,0.6537802450244847,0.0857918546754979,"[0.5714285714285714, 0.5306122448979592, 0.7027027027027027, 0.7419354838709677, 0.7222222222222222]"
TCGA-UCS,TCGA-UCS,kronecker,rsf,0.7047427282450325,0.11716263454843158,"[0.7755102040816326, 0.6122448979591837, 0.6216216216216216, 0.9032258064516129, 0.6111111111111112]"
TCGA-UCS,TCGA-UCS,kronecker,deepsurv,0.7190174703999588,0.14060754704881645,"[0.7959183673469388, 0.7142857142857143, 0.6216216216216216, 0.9354838709677419, 0.5277777777777778]"
TCGA-BRCA,TCGA-BRCA,clinical,cox,0.9198621521800103,0.017276999397512142,"[0.9408866995073891, 0.9340496480177843, 0.9032786885245901, 0.8963945296311645, 0.9247011952191235]"
TCGA-BRCA,TCGA-BRCA,clinical,rsf,0.8454940122826977,0.01996513533577319,"[0.8645320197044335, 0.8718043719896258, 0.8180327868852459, 0.840033153750518, 0.8330677290836653]"
TCGA-BRCA,TCGA-BRCA,clinical,deepsurv,0.9255197163613529,0.013590240790672635,"[0.9080459770114943, 0.9399777695442757, 0.9144262295081967, 0.9229175300455864, 0.9422310756972112]"
TCGA-BRCA,TCGA-BRCA,pathology,cox,0.49813865951280967,0.05786331966970523,"[0.4293924466338259, 0.5620600222304557, 0.440327868852459, 0.5656858682138417, 0.4932270916334661]"
TCGA-BRCA,TCGA-BRCA,pathology,rsf,0.5110303861584796,0.06630350889703177,"[0.5279146141215106, 0.4790663208595776, 0.4583606557377049, 0.6332366348943225, 0.45657370517928286]"
TCGA-BRCA,TCGA-BRCA,pathology,deepsurv,0.48060088398128664,0.052290941036094295,"[0.3969622331691297, 0.5227862171174509, 0.46327868852459014, 0.547865727310402, 0.4721115537848606]"
TCGA-BRCA,TCGA-BRCA,molecular,cox,0.5246148102154147,0.06600703028299741,"[0.6405993431855501, 0.5357539829566507, 0.5042622950819672, 0.4388727724823871, 0.503585657370518]"
TCGA-BRCA,TCGA-BRCA,molecular,rsf,0.42558283743885,0.06073834278579795,"[0.40086206896551724, 0.5098184512782512, 0.4642622950819672, 0.3294653957728968, 0.4235059760956175]"
TCGA-BRCA,TCGA-BRCA,molecular,deepsurv,0.5625612048831472,0.032778125985958584,"[0.6182266009852216, 0.5387180437198963, 0.5481967213114755, 0.5797762121840033, 0.5278884462151394]"
TCGA-BRCA,TCGA-BRCA,wsi,cox,0.4583256664701702,0.05404512315283504,"[0.5299671592775042, 0.4394220081511671, 0.39344262295081966, 0.4152507252382926, 0.5135458167330678]"
TCGA-BRCA,TCGA-BRCA,wsi,rsf,0.4912601998930879,0.04871830751394585,"[0.5168308702791461, 0.5413115968877362, 0.5314754098360656, 0.4471612101118939, 0.4195219123505976]"
TCGA-BRCA,TCGA-BRCA,wsi,deepsurv,0.5002663019325504,0.044179615802375886,"[0.5147783251231527, 0.46758058540200076, 0.4731147540983607, 0.4649813510153336, 0.5808764940239044]"
TCGA-BRCA,TCGA-BRCA,concat,cox,0.7688830459707635,0.04825629833416236,"[0.8263546798029556, 0.7802889959244165, 0.7278688524590164, 0.6995441359303771, 0.8103585657370518]"
TCGA-BRCA,TCGA-BRCA,concat,rsf,0.8080729622088632,0.0286384782971562,"[0.8464696223316913, 0.8314190440904039, 0.7718032786885246, 0.8101947782842934, 0.7804780876494024]"
TCGA-BRCA,TCGA-BRCA,concat,deepsurv,0.8600901183322494,0.03887557842257387,"[0.8772577996715928, 0.8432752871433864, 0.7973770491803279, 0.8677994198093659, 0.9147410358565737]"
TCGA-BRCA,TCGA-BRCA,mean_pool,cox,0.5887712889709673,0.04252565048574786,"[0.6149425287356322, 0.6595035198221564, 0.5685245901639344, 0.5486945710733526, 0.552191235059761]"
TCGA-BRCA,TCGA-BRCA,mean_pool,rsf,0.5919035307655545,0.08269088122199508,"[0.6613300492610837, 0.5709522045201927, 0.580983606557377, 0.6916701201823456, 0.4545816733067729]"
TCGA-BRCA,TCGA-BRCA,mean_pool,deepsurv,0.6445867714759455,0.04756178425859675,"[0.6128899835796388, 0.583178955168581, 0.7121311475409836, 0.6286779941980937, 0.6860557768924302]"
TCGA-BRCA,TCGA-BRCA,kronecker,cox,0.728202737782889,0.029764413643991527,"[0.7811986863711001, 0.740644683216006, 0.7111475409836066, 0.7024450891007045, 0.7055776892430279]"
TCGA-BRCA,TCGA-BRCA,kronecker,rsf,0.6246083375049387,0.06821037865721308,"[0.7372742200328407, 0.5839199703593924, 0.6065573770491803, 0.5379196021549938, 0.6573705179282868]"
TCGA-BRCA,TCGA-BRCA,kronecker,deepsurv,0.7531705978731335,0.020034629380327247,"[0.7733990147783252, 0.7754723971841423, 0.7311475409836066, 0.7571487774554496, 0.7286852589641434]"
TCGA-ESCA,TCGA-ESCA,clinical,cox,0.8400086578161539,0.03561573389737438,"[0.8461538461538461, 0.9018181818181819, 0.8419243986254296, 0.8095238095238095, 0.8006230529595015]"
TCGA-ESCA,TCGA-ESCA,clinical,rsf,0.6618041881040243,0.07246745858518955,"[0.532051282051282, 0.7527272727272727, 0.6769759450171822, 0.6556776556776557, 0.6915887850467289]"
TCGA-ESCA,TCGA-ESCA,clinical,deepsurv,0.7860686949624227,0.02625821685454549,"[0.8205128205128205, 0.7854545454545454, 0.7869415807560137, 0.73992673992674, 0.7975077881619937]"
TCGA-ESCA,TCGA-ESCA,pathology,cox,0.4935213209246353,0.04724251506827152,"[0.41346153846153844, 0.5018181818181818, 0.47766323024054985, 0.5201465201465202, 0.5545171339563862]"
TCGA-ESCA,TCGA-ESCA,pathology,rsf,0.4716677126066277,0.07226642597843427,"[0.4198717948717949, 0.5818181818181818, 0.4329896907216495, 0.5311355311355311, 0.3925233644859813]"
TCGA-ESCA,TCGA-ESCA,pathology,deepsurv,0.4462549888047528,0.055418469754773596,"[0.3717948717948718, 0.5381818181818182, 0.436426116838488, 0.4175824175824176, 0.4672897196261682]"
TCGA-ESCA,TCGA-ESCA,molecular,cox,0.6109453281086387,0.02521652373244481,"[0.5961538461538461, 0.64, 0.6426116838487973, 0.5934065934065934, 0.5825545171339563]"
TCGA-ESCA,TCGA-ESCA,molecular,rsf,0.5573817201843023,0.048231892283451455,"[0.5512820512820513, 0.5672727272727273, 0.4845360824742268, 0.6355311355311355, 0.5482866043613707]"
TCGA-ESCA,TCGA-ESCA,molecular,deepsurv,0.5490548024092682,0.04543021799157844,"[0.46794871794871795, 0.5709090909090909, 0.5326460481099656, 0.5787545787545788, 0.5950155763239875]"
TCGA-ESCA,TCGA-ESCA,wsi,cox,0.4585137000969932,0.0713064288386151,"[0.5480769230769231, 0.4036363636363636, 0.3848797250859107, 0.4139194139194139, 0.5420560747663551]"
TCGA-ESCA,TCGA-ESCA,wsi,rsf,0.49541879917301435,0.08179439255116627,"[0.5224358974358975, 0.38181818181818183, 0.5876288659793815, 0.5677655677655677, 0.4174454828660436]"
TCGA-ESCA,TCGA-ESCA,wsi,deepsurv,0.4856604736112396,0.05659760039773093,"[0.4583333333333333, 0.3890909090909091, 0.5498281786941581, 0.5201465201465202, 0.5109034267912772]"
TCGA-ESCA,TCGA-ESCA,concat,cox,0.650427903791619,0.03962795071094341,"[0.6217948717948718, 0.7236363636363636, 0.6563573883161512, 0.6117216117216118, 0.6386292834890965]"
TCGA-ESCA,TCGA-ESCA,concat,rsf,0.5904252815623853,0.08004510726988283,"[0.48717948717948717, 0.7236363636363636, 0.6254295532646048, 0.5457875457875457, 0.5700934579439252]"
TCGA-ESCA,TCGA-ESCA,concat,deepsurv,0.5893446213034805,0.10133916929457744,"[0.4583333333333333, 0.7345454545454545, 0.49140893470790376, 0.63003663003663, 0.632398753894081]"
TCGA-ESCA,TCGA-ESCA,mean_pool,cox,0.5522551359742804,0.10202506365319036,"[0.40705128205128205, 0.6981818181818182, 0.6185567010309279, 0.47985347985347987, 0.557632398753894]"
TCGA-ESCA,TCGA-ESCA,mean_pool,rsf,0.4895357827771355,0.09622935102837324,"[0.358974358974359, 0.6509090909090909, 0.436426116838488, 0.5091575091575091, 0.49221183800623053]"
TCGA-ESCA,TCGA-ESCA,mean_pool,deepsurv,0.5040206754738019,0.1482694320755042,"[0.2564102564102564, 0.7236363636363636, 0.5189003436426117, 0.5164835164835165, 0.5046728971962616]"
TCGA-ESCA,TCGA-ESCA,kronecker,cox,0.5135922535568936,0.09597589683156209,"[0.6121794871794872, 0.5854545454545454, 0.4020618556701031, 0.39194139194139194, 0.5763239875389408]"
TCGA-ESCA,TCGA-ESCA,kronecker,rsf,0.5577228080715892,0.08251676839291813,"[0.5064102564102564, 0.6909090909090909, 0.49828178694158076, 0.47619047619047616, 0.616822429906542]"
TCGA-ESCA,TCGA-ESCA,kronecker,deepsurv,0.6657059010937998,0.06018877768945205,"[0.592948717948718, 0.7527272727272727, 0.6048109965635738, 0.673992673992674, 0.7040498442367601]"
TCGA-KIRP,TCGA-KIRP,clinical,cox,0.9290360641385073,0.017909773036307617,"[0.8959276018099548, 0.9419795221843004, 0.9310344827586207, 0.9473684210526315, 0.9288702928870293]"
TCGA-KIRP,TCGA-KIRP,clinical,rsf,0.7272085454035733,0.09800022346735231,"[0.7149321266968326, 0.6382252559726962, 0.7294429708222812, 0.9090909090909091, 0.6443514644351465]"
TCGA-KIRP,TCGA-KIRP,clinical,deepsurv,0.8950936280318894,0.042063339519655144,"[0.8416289592760181, 0.8600682593856656, 0.9124668435013262, 0.9617224880382775, 0.899581589958159]"
TCGA-KIRP,TCGA-KIRP,pathology,cox,0.524827757432569,0.07270710145673033,"[0.5656108597285068, 0.3890784982935154, 0.5543766578249337, 0.5167464114832536, 0.5983263598326359]"
TCGA-KIRP,TCGA-KIRP,pathology,rsf,0.5105578616324793,0.09919992012576409,"[0.4660633484162896, 0.5665529010238908, 0.5570291777188329, 0.3397129186602871, 0.6234309623430963]"
TCGA-KIRP,TCGA-KIRP,pathology,deepsurv,0.5748768632545732,0.08945107881670251,"[0.502262443438914, 0.48464163822525597, 0.649867374005305, 0.5263157894736842, 0.7112970711297071]"
TCGA-KIRP,TCGA-KIRP,molecular,cox,0.40252386199516177,0.12501773198043997,"[0.3393665158371041, 0.43686006825938567, 0.6312997347480106, 0.32057416267942584, 0.28451882845188287]"
TCGA-KIRP,TCGA-KIRP,molecular,rsf,0.4500659475966552,0.06701188499929507,"[0.41855203619909503, 0.4778156996587031, 0.4960212201591512, 0.3349282296650718, 0.5230125523012552]"
TCGA-KIRP,TCGA-KIRP,molecular,deepsurv,0.4222859727482862,0.11384523458562783,"[0.38009049773755654, 0.44368600682593856, 0.6180371352785146, 0.2679425837320574, 0.401673640167364]"
TCGA-KIRP,TCGA-KIRP,wsi,cox,0.5487160737800576,0.10200420166541387,"[0.4434389140271493, 0.6928327645051194, 0.5490716180371353, 0.430622009569378, 0.6276150627615062]"
TCGA-KIRP,TCGA-KIRP,wsi,rsf,0.4850644245700583,0.08083010576099937,"[0.5294117647058824, 0.5733788395904437, 0.4854111405835544, 0.5023923444976076, 0.33472803347280333]"
TCGA-KIRP,TCGA-KIRP,wsi,deepsurv,0.5916828284485687,0.08325711566543402,"[0.4796380090497738, 0.658703071672355, 0.6870026525198939, 0.6267942583732058, 0.5062761506276151]"
TCGA-KIRP,TCGA-KIRP,concat,cox,0.6435347699239682,0.09083592464568466,"[0.579185520361991, 0.5017064846416383, 0.7400530503978779, 0.7272727272727273, 0.6694560669456067]"
TCGA-KIRP,TCGA-KIRP,concat,rsf,0.6230367995280874,0.10142782206385197,"[0.4434389140271493, 0.658703071672355, 0.6923076923076923, 0.5885167464114832, 0.7322175732217573]"
TCGA-KIRP,TCGA-KIRP,concat,deepsurv,0.7190195484963028,0.10538469191858686,"[0.6199095022624435, 0.5699658703071673, 0.8249336870026526, 0.8229665071770335, 0.7573221757322176]"
TCGA-KIRP,TCGA-KIRP,mean_pool,cox,0.5772990614045945,0.06897772732043131,"[0.5656108597285068, 0.46075085324232085, 0.6445623342175066, 0.6507177033492823, 0.5648535564853556]"
TCGA-KIRP,TCGA-KIRP,mean_pool,rsf,0.5762313483287007,0.06917275980451255,"[0.5248868778280543, 0.552901023890785, 0.6153846153846154, 0.49760765550239233, 0.6903765690376569]"
TCGA-KIRP,TCGA-KIRP,mean_pool,deepsurv,0.6218903416407314,0.09943927525569106,"[0.5339366515837104, 0.5187713310580204, 0.7294429708222812, 0.5741626794258373, 0.7531380753138075]"
TCGA-KIRP,TCGA-KIRP,kronecker,cox,0.5998725663763244,0.05269432192296217,"[0.6289592760180995, 0.6416382252559727, 0.6286472148541115, 0.49760765550239233, 0.602510460251046]"
TCGA-KIRP,TCGA-KIRP,kronecker,rsf,0.5874770661372712,0.08357263521434624,"[0.5429864253393665, 0.5051194539249146, 0.7347480106100795, 0.5311004784688995, 0.6234309623430963]"
TCGA-KIRP,TCGA-KIRP,kronecker,deepsurv,0.6538510351691879,0.02808258022424446,"[0.6289592760180995, 0.6655290102389079, 0.6127320954907162, 0.6842105263157895, 0.6778242677824268]"
TCGA-LUSC,TCGA-LUSC,clinical,cox,0.8138741313927831,0.02438823955451995,"[0.7923351158645277, 0.796157450796626, 0.8233841086867023, 0.8575851393188855, 0.7999088422971741]"
TCGA-LUSC,TCGA-LUSC,clinical,rsf,0.7649390163529995,0.0363320081428515,"[0.7473262032085561, 0.7478912839737581, 0.7723342939481268, 0.7257850508624503, 0.8313582497721057]"
TCGA-LUSC,TCGA-LUSC,clinical,deepsurv,0.8520450720425989,0.014823620391830146,"[0.8489304812834224, 0.8252108716026242, 0.8575545491972005, 0.859796550199027, 0.8687329079307201]"
TCGA-LUSC,TCGA-LUSC,pathology,cox,0.5242463919483529,0.018024159608926626,"[0.49242424242424243, 0.5164011246485474, 0.5389048991354467, 0.5333923042901371, 0.540109389243391]"
TCGA-LUSC,TCGA-LUSC,pathology,rsf,0.5551117332199159,0.0285345858599931,"[0.5111408199643493, 0.5941893158388004, 0.5640181144503911, 0.5369305616983635, 0.5692798541476755]"
TCGA-LUSC,TCGA-LUSC,pathology,deepsurv,0.5296499897493312,0.05129803393060587,"[0.5271836007130125, 0.5112464854732895, 0.4450391107451626, 0.5891198584697037, 0.5756608933454876]"
TCGA-LUSC,TCGA-LUSC,molecular,cox,0.538846008705512,0.0378529612084699,"[0.5552584670231729, 0.47563261480787256, 0.5207904487443392, 0.5559486952675807, 0.5865998176845943]"
TCGA-LUSC,TCGA-LUSC,molecular,rsf,0.501593905503798,0.0385549306525218,"[0.5641711229946524, 0.4803186504217432, 0.4487443392342528, 0.5174701459531181, 0.4972652689152233]"
TCGA-LUSC,TCGA-LUSC,molecular,deepsurv,0.5132489916438908,0.04434727671808399,"[0.533868092691622, 0.4442361761949391, 0.4800329353643475, 0.5643520566121185, 0.5437556973564266]"
TCGA-LUSC,TCGA-LUSC,wsi,cox,0.45458034836576583,0.04519473676640983,"[0.5213903743315508, 0.4896907216494845, 0.445450802799506, 0.416187527642636, 0.4001823154056518]"
TCGA-LUSC,TCGA-LUSC,wsi,rsf,0.49801043800484057,0.044293494355440735,"[0.44786096256684493, 0.5735707591377694, 0.47179909427748046, 0.47722246793454226, 0.5195989061075661]"
TCGA-LUSC,TCGA-LUSC,wsi,deepsurv,0.5024169493950392,0.03375709082895059,"[0.47459893048128343, 0.5463917525773195, 0.4755043227665706, 0.4745687748783724, 0.54102096627165]"
TCGA-LUSC,TCGA-LUSC,concat,cox,0.6810097482591788,0.03747145151758589,"[0.6332442067736186, 0.6658856607310215, 0.7447509263071223, 0.6656346749226006, 0.6955332725615314]"
TCGA-LUSC,TCGA-LUSC,concat,rsf,0.713074982130594,0.023913965247708963,"[0.6844919786096256, 0.7235238987816307, 0.7509263071222725, 0.6908447589562141, 0.715587967183227]"
TCGA-LUSC,TCGA-LUSC,concat,deepsurv,0.7674528737265142,0.021099742829909264,"[0.7526737967914439, 0.7347703842549204, 0.7904487443392343, 0.7722246793454224, 0.7871467639015497]"
TCGA-LUSC,TCGA-LUSC,mean_pool,cox,0.5420340180217738,0.033120999414167775,"[0.4928698752228164, 0.5215557638238051, 0.5804857966241251, 0.539141972578505, 0.5761166818596172]"
TCGA-LUSC,TCGA-LUSC,mean_pool,rsf,0.5484433747123075,0.026795040592896384,"[0.5098039215686274, 0.5641986879100281, 0.5883079456566488, 0.5475453339230429, 0.5323609845031905]"
TCGA-LUSC,TCGA-LUSC,mean_pool,deepsurv,0.5892707936985841,0.05292422508024653,"[0.5735294117647058, 0.49765698219306465, 0.6315356113627008, 0.648827952233525, 0.5948040109389243]"
TCGA-LUSC,TCGA-LUSC,kronecker,cox,0.5640747867452991,0.05750469710452852,"[0.6296791443850267, 0.5552952202436738, 0.5092630712227254, 0.6306943830163645, 0.49544211485870554]"
TCGA-LUSC,TCGA-LUSC,kronecker,rsf,0.5524965532286525,0.03618694347414105,"[0.606951871657754, 0.514058106841612, 0.5109098394400988, 0.5603715170278638, 0.5701914311759344]"
TCGA-LUSC,TCGA-LUSC,kronecker,deepsurv,0.5390941547978176,0.050725955881480655,"[0.5797682709447415, 0.4943767572633552, 0.49938246191848495, 0.6187527642636002, 0.5031905195989061]"
TCGA-PRAD,TCGA-PRAD,clinical,cox,0.9328595974049108,0.06400003904998164,"[0.8294573643410853, 0.9052631578947369, 1.0, 0.9295774647887324, 1.0]"
TCGA-PRAD,TCGA-PRAD,clinical,rsf,0.764394134548771,0.12411795152343202,"[0.8604651162790697, 0.8631578947368421, 0.6190476190476191, 0.8732394366197183, 0.6060606060606061]"
TCGA-PRAD,TCGA-PRAD,clinical,deepsurv,0.8673872693525494,0.1288323534414137,"[0.7829457364341085, 1.0, 1.0, 0.8873239436619719, 0.6666666666666666]"
TCGA-PRAD,TCGA-PRAD,pathology,cox,0.3629045874967919,0.15204506746557225,"[0.4883720930232558, 0.2, 0.38095238095238093, 0.5633802816901409, 0.18181818181818182]"
TCGA-PRAD,TCGA-PRAD,pathology,rsf,0.4075711362993932,0.19234537087790254,"[0.7751937984496124, 0.32105263157894737, 0.3492063492063492, 0.38028169014084506, 0.21212121212121213]"
TCGA-PRAD,TCGA-PRAD,pathology,deepsurv,0.2518563239531399,0.16044781550984505,"[0.5271317829457365, 0.14736842105263157, 0.09523809523809523, 0.3380281690140845, 0.15151515151515152]"
TCGA-PRAD,TCGA-PRAD,molecular,cox,0.30691180849920313,0.2222585923347089,"[0.4728682170542636, 0.08947368421052632, 0.15873015873015872, 0.6619718309859155, 0.15151515151515152]"
TCGA-PRAD,TCGA-PRAD,molecular,rsf,0.41190654130885485,0.3186742980541508,"[0.7054263565891473, 0.05789473684210526, 0.29365079365079366, 0.8661971830985915, 0.13636363636363635]"
TCGA-PRAD,TCGA-PRAD,molecular,deepsurv,0.37634873394764445,0.21170042200817082,"[0.4263565891472868, 0.08421052631578947, 0.5555555555555556, 0.6338028169014085, 0.18181818181818182]"
TCGA-PRAD,TCGA-PRAD,wsi,cox,0.4546521620729906,0.35032496387140805,"[0.40310077519379844, 0.07368421052631578, 0.7619047619047619, 0.9436619718309859, 0.09090909090909091]"
TCGA-PRAD,TCGA-PRAD,wsi,rsf,0.4546901721146209,0.20478110465083688,"[0.5581395348837209, 0.5052631578947369, 0.42857142857142855, 0.08450704225352113, 0.696969696969697]"
TCGA-PRAD,TCGA-PRAD,wsi,deepsurv,0.4069307165023199,0.26922462415912835,"[0.20930232558139536, 0.4631578947368421, 0.6349206349206349, 0.0, 0.7272727272727273]"
TCGA-PRAD,TCGA-PRAD,concat,cox,0.22750085369355455,0.16723374078836348,"[0.06201550387596899, 0.3894736842105263, 0.4444444444444444, 0.2112676056338028, 0.030303030303030304]"
TCGA-PRAD,TCGA-PRAD,concat,rsf,0.48377661291861296,0.2685438080697727,"[0.9224806201550387, 0.21578947368421053, 0.20634920634920634, 0.6197183098591549, 0.45454545454545453]"
TCGA-PRAD,TCGA-PRAD,concat,deepsurv,0.45938545059409785,0.07930088868840618,"[0.3798449612403101, 0.4, 0.4603174603174603, 0.4507042253521127, 0.6060606060606061]"
TCGA-PRAD,TCGA-PRAD,mean_pool,cox,0.35477203365837495,0.14505852926801657,"[0.43410852713178294, 0.6, 0.2698412698412698, 0.19718309859154928, 0.2727272727272727]"
TCGA-PRAD,TCGA-PRAD,mean_pool,rsf,0.3454546056552711,0.24733870309780645,"[0.7364341085271318, 0.17894736842105263, 0.23015873015873015, 0.5211267605633803, 0.06060606060606061]"
TCGA-PRAD,TCGA-PRAD,mean_pool,deepsurv,0.3760805302619222,0.19698156539690953,"[0.40310077519379844, 0.47368421052631576, 0.20634920634920634, 0.676056338028169, 0.12121212121212122]"
TCGA-PRAD,TCGA-PRAD,kronecker,cox,0.7269841608159398,0.15560723585794925,"[0.9069767441860465, 0.8526315789473684, 0.5714285714285714, 0.7887323943661971, 0.5151515151515151]"
TCGA-PRAD,TCGA-PRAD,kronecker,rsf,0.4775752804476924,0.2468817918495961,"[0.4883720930232558, 0.8842105263157894, 0.4444444444444444, 0.4647887323943662, 0.10606060606060606]"
TCGA-PRAD,TCGA-PRAD,kronecker,deepsurv,0.4931947741491417,0.18992939378930362,"[0.7441860465116279, 0.4105263157894737, 0.5238095238095238, 0.6056338028169014, 0.18181818181818182]"
TCGA-TGCT,TCGA-TGCT,clinical,cox,0.8714285714285713,0.19378085666072195,"[1.0, 0.5, 1.0, 1.0, 0.8571428571428571]"
TCGA-TGCT,TCGA-TGCT,clinical,rsf,0.7821884057971015,0.17407984995653739,"[0.7083333333333334, 0.5, 0.92, 0.782608695652174, 1.0]"
TCGA-TGCT,TCGA-TGCT,clinical,deepsurv,0.7069710144927537,0.34603368002040585,"[0.9583333333333334, 0.5, 0.12, 0.9565217391304348, 1.0]"
TCGA-TGCT,TCGA-TGCT,pathology,cox,0.23709213250517597,0.1472972263044674,"[0.14583333333333334, 0.5, 0.08, 0.17391304347826086, 0.2857142857142857]"
TCGA-TGCT,TCGA-TGCT,pathology,rsf,0.5596169772256728,0.2372272693051393,"[0.4583333333333333, 0.5, 0.2, 0.782608695652174, 0.8571428571428571]"
TCGA-TGCT,TCGA-TGCT,pathology,deepsurv,0.3460175983436853,0.1864528903713582,"[0.2708333333333333, 0.5, 0.04, 0.34782608695652173, 0.5714285714285714]"
TCGA-TGCT,TCGA-TGCT,molecular,cox,0.24323188405797103,0.16980990397106546,"[0.20833333333333334, 0.5, 0.16, 0.34782608695652173, 0.0]"
TCGA-TGCT,TCGA-TGCT,molecular,rsf,0.391195652173913,0.3447829513677775,"[0.3125, 0.5, 0.1, 0.043478260869565216, 1.0]"
TCGA-TGCT,TCGA-TGCT,molecular,deepsurv,0.289491718426501,0.138728618799164,"[0.3541666666666667, 0.5, 0.32, 0.13043478260869565, 0.14285714285714285]"
TCGA-TGCT,TCGA-TGCT,wsi,cox,0.5249979296066252,0.17274605884159402,"[0.4166666666666667, 0.5, 0.64, 0.782608695652174, 0.2857142857142857]"
TCGA-TGCT,TCGA-TGCT,wsi,rsf,0.4562070393374741,0.1605453620728273,"[0.3333333333333333, 0.5, 0.28, 0.7391304347826086, 0.42857142857142855]"
TCGA-TGCT,TCGA-TGCT,wsi,deepsurv,0.44960455486542444,0.11154571911816075,"[0.4583333333333333, 0.5, 0.24, 0.4782608695652174, 0.5714285714285714]"
TCGA-TGCT,TCGA-TGCT,concat,cox,0.7964130434782608,0.16427491481370807,"[0.8125, 0.5, 0.8, 0.8695652173913043, 1.0]"
TCGA-TGCT,TCGA-TGCT,concat,rsf,0.7741594202898551,0.16250284343076396,"[0.7916666666666666, 0.5, 0.84, 0.7391304347826086, 1.0]"
TCGA-TGCT,TCGA-TGCT,concat,deepsurv,0.6761376811594203,0.26326426993499635,"[0.6041666666666666, 0.5, 0.32, 0.9565217391304348, 1.0]"
TCGA-TGCT,TCGA-TGCT,mean_pool,cox,0.6670797101449276,0.24522139519463962,"[0.6458333333333334, 0.5, 0.32, 0.8695652173913043, 1.0]"
TCGA-TGCT,TCGA-TGCT,mean_pool,rsf,0.6434140786749482,0.16883230230048613,"[0.5416666666666666, 0.5, 0.84, 0.4782608695652174, 0.8571428571428571]"
TCGA-TGCT,TCGA-TGCT,mean_pool,deepsurv,0.736304347826087,0.20240473032570921,"[0.625, 0.5, 0.6, 0.9565217391304348, 1.0]"
TCGA-TGCT,TCGA-TGCT,kronecker,cox,0.5421966873706003,0.22765817762820534,"[0.5416666666666666, 0.5, 0.16, 0.6521739130434783, 0.8571428571428571]"
TCGA-TGCT,TCGA-TGCT,kronecker,rsf,0.5919782608695653,0.2545089084866281,"[0.5625, 0.5, 0.68, 0.21739130434782608, 1.0]"
TCGA-TGCT,TCGA-TGCT,kronecker,deepsurv,0.5043271221532091,0.18306214503983492,"[0.4166666666666667, 0.5, 0.4, 0.34782608695652173, 0.8571428571428571]"
TCGA-UVM,TCGA-UVM,clinical,cox,0.8441001400560223,0.04182415274600044,"[0.8235294117647058, 0.8571428571428571, 0.7843137254901961, 0.84375, 0.9117647058823529]"
TCGA-UVM,TCGA-UVM,clinical,rsf,0.8385679271708684,0.08624683094186986,"[0.8529411764705882, 0.8809523809523809, 0.7254901960784313, 0.96875, 0.7647058823529411]"
